complaint_id,product_group,classification,confidence,delegative_score,evaluative_score,primary_evidence,secondary_signals
2136351,mortgage,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as not receiving documentation on how to make payments and conflicting information about payment status.","The consumer expresses frustration with the process and the potential impact on their credit, indicating dissatisfaction with service delivery."
2008898,mortgage,EVALUATIVE,0.7,0.3,0.7,The complaint focuses on being denied a HARP modification due to incorrect classification of a previous loan.,"The consumer mentions having supporting documentation, indicating a focus on factual verification."
2168233,mortgage,UNCLASSIFIABLE,0.4,0.3,0.3,The complaint is fragmented and lacks clear emotional content or a coherent narrative.,"Mentions of identity theft and unauthorized cross-selling suggest potential issues, but the complaint is too unclear to classify."
10415230,mortgage,EVALUATIVE,0.85,0.3,0.8,Mr Cooper has demonstrated that it did not take ownership of this issue and accepts this situation as industry standard practices and most likely not correct what caused this problem.,"The complaint focuses on unmet performance expectations and poor service quality, such as failure to provide guarantees that the check was sent."
7165649,mortgage,DELEGATIVE,0.8,0.8,0.3,"The complaint reflects a sense of betrayal and manipulation by US BANK MORTGAGE, suggesting a violation of good faith and abuse of the relationship.",The language about illegal transfers and manipulation of the court system indicates a perceived abuse of authority.
2433146,mortgage,EVALUATIVE,0.7,0.3,0.7,"The company is not responding, and started foreclosure procedures.",The complaint mentions unmet performance expectations regarding the loan modification process.
7541126,mortgage,DELEGATIVE,0.8,0.8,0.6,PennyMac abuse there power and took advantage of the situation.,"The complaint describes a sense of betrayal and abuse of authority, particularly in the context of foreclosure and financial transactions."
12470090,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on the mortgage company's failure to manage the escrow account properly, leading to a significant increase in mortgage payments.",The consumer expresses frustration with the mortgage company's admitted fault in the escrow mismanagement.
3277851,mortgage,EVALUATIVE,0.85,0.2,0.9,I am very disappointed about my mortgage company failing to pay.,The complaint focuses on the mortgage company's failure to perform a specific service (paying the insurance on time).
4473303,mortgage,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as not providing the necessary information to proceed with the refinancing process.",The consumer expresses frustration with the back-and-forth communication and the failure to resolve the issue despite instructions from a tax commissioner.
9377943,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on PNC's delay in applying payments, resulting in late fees, which is a failure to perform as expected.","The consumer mentions a history of proper payment application with other companies, highlighting unmet performance expectations with PNC."
4551924,mortgage,EVALUATIVE,0.8,0.3,0.8,I felt that I was being punished for using XXXX forbearance and was not given information regarding the consequences of using the forbearance.,The complaint focuses on unmet expectations and a lack of clear communication about the process.
1942928,mortgage,EVALUATIVE,0.8,0.4,0.8,CitiMortgage did not comply with the HAMP Program and Modify or Extinguish their Loan (as per the HAMP Program Rules).,"The complaint focuses on unmet performance expectations and poor service quality, such as not processing paperwork correctly and failing to comply with program rules."
5862766,mortgage,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations, such as incorrect information requests and delays in processing.","The consumer expresses frustration with poor service quality and broken processes, such as the inability to view the application and inconsistent communication."
6518966,mortgage,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on MR COOPER's refusal to disperse funds and failure to update their system, indicating unmet performance expectations.",The consumer expresses frustration with the process and the need to contact MR COOPER for updates.
2162311,mortgage,EVALUATIVE,0.85,0.2,0.9,The complaint focuses on unmet performance expectations regarding the delay in closing the loan and increased closing costs.,The consumer expresses frustration over the lack of communication and unexpected cost increase.
14517888,mortgage,EVALUATIVE,0.85,0.2,0.9,The complaint focuses on receiving repeated incorrect certified letters and errors such as lender-placed insurance despite the account being current.,The consumer expresses frustration with the repeated process failures and incorrect actions by Shellpoint.
8958935,mortgage,DELEGATIVE,0.8,0.8,0.4,"PHH is continuing its predatory collection actions. By its actions, PHH holds itself above the law.","The complaint describes a sense of betrayal and abuse of authority, particularly with the mention of predatory actions and threats of eviction."
1868134,mortgage,EVALUATIVE,0.85,0.2,0.9,They admit it was their mistake but they are not doing anything about it.,"The complaint focuses on unmet performance expectations and poor service quality, such as not receiving reconveyance and ineffective communication."
1523555,mortgage,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on unmet performance expectations and incorrect processing of payments.,The consumer expresses frustration and dissatisfaction with the service quality and process failures.
7961664,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on a computer glitch and incorrect withdrawal, leading to overdraft fees.",The consumer expresses frustration at the inability to speak with a manager or get a clear timeframe for resolution.
2264787,mortgage,EVALUATIVE,0.8,0.2,0.8,I was never provided with anything from Selene Finance LP in accordance with PART 1024 -- REAL ESTATE SETTLEMENT PROCEDURES ACT.,The complaint focuses on unmet performance expectations and failure to provide requested documentation.
2232774,mortgage,DELEGATIVE,0.85,0.85,0.4,"The consumer expresses a sense of betrayal and intentional harm, stating 'it seems they are intentionally making my payments late so they can foreclose on my home.'","The complaint includes language about harassment, illegal activities, and causing personal suffering, which suggests a violation of good faith."
3583668,mortgage,EVALUATIVE,0.8,0.4,0.8,The complaint focuses on unmet promises regarding the ability to renegotiate and refinance the loan.,The consumer expresses frustration with the bank's refusal to modify or refinance the loan as promised.
1476017,mortgage,EVALUATIVE,0.8,0.3,0.8,Chase needs to fix their mistake and stop harassing us.,The complaint focuses on incorrect foreclosure actions and errors by Chase.
6841607,mortgage,DELEGATIVE,0.8,0.8,0.5,"The complaint reflects a sense of betrayal and bad faith in the negotiation process, particularly with phrases like 'Wells Fargo did not negotiate a modification in Good Faith' and 'Falsely Negotiate a Modification.'","The complaint also mentions a 'Software Glitch' that led to improper denial, which could suggest evaluative trust failure, but the focus on bad faith negotiation is stronger."
2235179,mortgage,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on unmet performance expectations regarding the failure to pay property taxes from escrow.,The consumer expresses frustration with poor customer service and being given the runaround.
8469278,mortgage,EVALUATIVE,0.85,0.2,0.9,"Over the past several weeks, dozens of calls have been made to XXXX promising to mail the XXXX to which I have received nothing.","The complaint focuses on unmet promises and failure to perform as advertised, such as not providing required documents."
2475616,mortgage,DELEGATIVE,0.8,0.8,0.5,"The consumer expresses a sense of betrayal and deception, mentioning 'I was deceived, predatory lending, possibly, from the beginning of my loan.'","The complaint includes multiple instances of broken promises and lack of communication, such as 'they claimed they lost the information' and 'no letter in the mail, no call.'"
4159803,mortgage,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations, such as the unexpected closing costs and failure to disclose and explain costs.",The consumer expresses frustration and dissatisfaction with the process and the lack of clear communication.
2931081,mortgage,EVALUATIVE,0.85,0.3,0.9,Freedom Mortgage refuses to abide by mortgage contract and service VA loan correctly.,The complaint focuses on unmet performance expectations and failure to perform as advertised.
3960420,mortgage,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations, such as delays in closing and incorrect advice about mortgage payments.",The consumer expresses frustration with the loan officer's incompetence and the failure to perform as promised.
5735265,mortgage,EVALUATIVE,0.8,0.2,0.8,"The complaint focuses on unmet performance expectations, specifically the failure to stop mailings as promised.",The language indicates frustration with the company's failure to perform as advertised.
4541159,mortgage,EVALUATIVE,0.8,0.3,0.8,"Previous reinstatement letters and payoff statements provided from Loan servicer - Rushmore, were incorrect and the 'categories' of payments, advances, legal fees, escrow etc., were mistakenly 'switched around'.",Repeated requests for correct payoff amounts and lack of response indicate frustration with service quality.
2148995,mortgage,EVALUATIVE,0.85,0.3,0.9,"Fortune Title Agency failed to register the deed, causing a litany of problems and liabilities.",The mention of considering suing for breach of contract and negligence indicates unmet performance expectations.
13561979,mortgage,DELEGATIVE,0.85,0.85,0.4,I called and spoke to so many people and was lied to and led to believe I was going to be fine.,The complaint expresses a sense of betrayal and moral outrage at being misled repeatedly.
3183481,mortgage,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on incorrect escrow calculations, failure to pay taxes, and billing errors.",The consumer expresses frustration with customer service and demands corrections and reimbursements.
5422263,mortgage,DELEGATIVE,0.7,0.7,0.4,The complaint reflects a sense of abandonment and lack of support from the lender during financial hardship.,The mention of 'trying to work out some arrangements' and 'they would not offer any help at all' suggests a reliance on the lender's discretion and support.
2706826,mortgage,EVALUATIVE,0.7,0.4,0.7,"The complaint focuses on unmet performance expectations, such as not receiving paperwork back and the company not following foreclosure guidelines.","The consumer expresses frustration with poor service quality, such as unreturned calls and missed appointments."
2692957,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations and incorrect charges, such as PMI still being charged despite reaching the required percentage.",The consumer expresses frustration with the process and the need for a written request despite legal requirements.
6203126,mortgage,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on unmet performance expectations such as not receiving TILA documents and final closing docs in advance.,"The complaint includes detailed references to legal and procedural failures, indicating dissatisfaction with service quality."
2326644,mortgage,EVALUATIVE,0.8,0.4,0.8,Loancare is refusing to forward our final check and is using excuses to hold on to our money.,The complaint mentions poor service quality and unprofessional behavior from Loancare.
3145022,mortgage,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on the representative not verifying checking information, leading to a failed transaction.",The consumer expresses frustration with the process and unmet expectations regarding the loan modification.
1448176,mortgage,EVALUATIVE,0.8,0.3,0.8,Shellpoint will not call me back to explain why the investor countered.,Repeated attempts to contact Shellpoint and lack of response indicate frustration with service quality.
8150517,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on incorrect charges, unmet promises, and poor service quality, such as not being notified of escrow changes and being given incorrect figures to bring the account current.","The consumer expresses frustration with the process and the inability to speak with a manager, indicating dissatisfaction with service quality."
2544489,mortgage,DELEGATIVE,0.8,0.8,0.5,"The complaint uses language like 'predatory lending, loan sharking, and elder financial abuse,' indicating a sense of betrayal and abuse of the relationship.","The consumer expresses moral outrage at the perceived exploitation and lack of communication, suggesting a violation of good faith."
3563276,mortgage,UNCLASSIFIABLE,0.6,0.3,0.4,"The complaint involves a factual dispute about non-disclosure of property issues, but lacks clear emotional content or trust language.","The complaint mentions financial loss and actions taken, but does not clearly express unmet expectations or betrayal."
3025458,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations, such as misapplied payments and failure to provide requested statements.",The consumer expresses frustration with poor service quality and ongoing functional problems.
2855203,mortgage,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations and incorrect charges, such as the loan terms changing and the consumer having to pay for a rate lock extension.",The consumer expresses frustration and dissatisfaction with the service quality and the failure to perform as advertised.
8994061,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on incorrect charges and unmet promises, such as being charged late fees despite a letter stating no fees would be assessed.","The consumer expresses frustration and dissatisfaction with the service, particularly the high fees and the deceptive communication."
3717120,mortgage,EVALUATIVE,0.85,0.2,0.9,The complaint focuses on the unexpected increase in the origination fee and lack of response to inquiries.,The consumer expresses frustration with ignored communications and unmet expectations.
9689169,mortgage,DELEGATIVE,0.8,0.8,0.4,The complaint reflects a sense of betrayal with 'behind my back not authorized' and 'generate ways to assign different false fees'.,The language suggests a violation of trust and abuse of authority.
3119369,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations, such as the failure to issue a refund check and poor customer service.",The consumer expresses frustration with being left on hold and not receiving promised follow-ups.
1840341,mortgage,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations, specifically the delay in crediting the payment and the resulting late charge.","The consumer expresses frustration with the process and the failure to perform as expected, particularly with the change from digital to paper checks."
3347950,mortgage,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations regarding the mortgage servicers' failure to update records, causing issues with selling the house.",The consumer expresses frustration over damages incurred and the need to resolve the issue quickly.
16296773,mortgage,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on unmet performance expectations regarding the removal of PMI and disputes over payment history and property valuation.,"The language used is centered around incorrect charges and verification failures, such as disputing the loan-to-value calculation and payment history."
10383660,mortgage,DELEGATIVE,0.8,0.8,0.4,"The complaint reflects a sense of betrayal and deception, particularly in the statement 'It is our belief that Cardinal has violated the Deceptive Trade Practice Act hiding the 360 day rate lock real costs and by forced phantom rate lock extension charges that were never disclosed.'","The complaint includes language about deception and violation of trust, such as 'hiding the 360 day rate lock real costs' and 'forced phantom rate lock extension charges.'"
17534381,mortgage,EVALUATIVE,0.8,0.5,0.8,"The complaint focuses on unmet performance expectations, such as the lack of clear communication and the refusal to provide a hardship review.","The consumer expresses frustration with the company's processes and the lack of helpful responses, indicating dissatisfaction with service quality."
8162941,mortgage,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations such as missing the deadline, sending checks to the wrong company, and charging extra fees.",The mention of having evidence and needing help suggests frustration with incompetence rather than betrayal.
2191437,mortgage,UNCLASSIFIABLE,0.6,0.2,0.3,"The complaint is primarily about a credit report issue related to a divorce settlement, with no clear emotional content indicating trust failure.",The complaint lacks language indicating betrayal or unmet performance expectations.
2122937,mortgage,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on the mortgage carrier's failure to pay a bill from the escrow account and the subsequent issues with force-placed insurance and unresolved refunds.,The consumer expresses frustration with the mortgage carrier's incompetence and failure to resolve the issue despite multiple attempts to contact them.
10220926,mortgage,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations, such as lack of follow-up, poor communication, and failure to verify income and credit references.","The consumer expresses frustration with the process and the repeated need to resubmit documents, indicating dissatisfaction with service quality."
1757196,mortgage,DELEGATIVE,0.85,0.85,0.4,"The complaint reflects a sense of betrayal and abandonment, as the consumer felt ignored and harassed instead of being helped to retain their home.","The consumer mentions feeling 'defeated' and that the staff was 'not willing to help,' indicating a reliance on the institution for guidance and support."
9355047,mortgage,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on incorrect application of funds and unmet promises to amend the account.,The consumer expresses frustration with the system's arbitrary actions and lack of follow-through on promised corrections.
1861349,mortgage,UNCLASSIFIABLE,0.6,0.5,0.5,The complaint mentions both unmet performance expectations and a sense of predatory treatment.,"The mention of 'illegal and predatory treatment' suggests a potential delegative trust issue, but the focus on incorrect application of payments is evaluative."
7820256,mortgage,DELEGATIVE,0.8,0.8,0.5,Selene stopped sending me mail and stopped talking to me.,The complaint mentions 'Dual Tracking' and a sense of abandonment by the institution.
2328373,mortgage,EVALUATIVE,0.9,0.2,0.9,Summit Funding cashed our check but never followed through with the appraisal.,The complaint focuses on unmet performance expectations and poor service quality.
5118278,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on incorrect charges and a failure to perform as expected, with the consumer expressing frustration over unexplained payment changes and errors.","The consumer mentions reaching out multiple times without resolution, indicating poor service quality."
4028004,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations and poor service quality, as the consumer repeatedly contacts PHH Mortgage about the missing refund.",The consumer expresses frustration with the process and the mortgage company's inability to resolve the issue.
3477671,mortgage,DELEGATIVE,0.8,0.8,0.4,"The complaint reflects a sense of betrayal and abuse of the relationship, particularly with the unauthorized credit check and the racial comments.","The consumer expresses moral outrage at the racial comments and the lack of response from the company, indicating a violation of good faith."
14088600,mortgage,PARSE_ERROR,,,,,max retries exceeded
4582694,mortgage,EVALUATIVE,0.7,0.4,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as 'given me the run around on my loss mitigation application' and 'not returned many calls'.",The mention of 'mixed messages' and 'repeatedly informed me documents were missing' further supports an evaluative trust failure.
2560597,mortgage,DELEGATIVE,0.85,0.85,0.4,"The complaint describes a sense of betrayal and abuse of the relationship, particularly with the mention of fraudulent documents and unresponsive behavior despite the consumer's reliance on the institution.","The consumer expresses moral outrage at the foreclosure attempts and the fraudulent nature of the documents, indicating a violation of good faith."
6456692,mortgage,DELEGATIVE,0.8,0.8,0.4,"The complaint reflects a sense of betrayal and personal violation, particularly in the statement 'I believe they should be made to compensate me for that pain and suffering.'","The consumer describes a prolonged struggle and emotional distress, indicating a sense of abandonment and betrayal by the institution."
3543270,mortgage,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on the failure to provide documentation and resolve an issue with a supposed loan modification, which the consumer insists never occurred.","The consumer expresses frustration with the process and the lack of resolution, indicating dissatisfaction with service quality."
6775353,mortgage,DELEGATIVE,0.8,0.8,0.5,"I have constantly endured unfair, unethical, treatment, concerning my mortgage.","The complaint reflects a sense of betrayal and unethical treatment, suggesting a violation of trust."
7055132,mortgage,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations and broken processes, such as the failure to process the loan modification correctly and the lack of communication about missing paperwork.",The repeated failure to provide a supervisor callback and the inability to resolve the issue despite multiple escalations indicate poor service quality.
2316272,mortgage,EVALUATIVE,0.7,0.4,0.7,"The complaint focuses on unmet performance expectations and poor service quality, such as the failure to make a second withdrawal attempt as implied by their script.",The consumer expresses frustration with the lack of transparency and the inconsistency in communication from the company.
2275708,mortgage,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on unmet performance expectations regarding a refund due to deceptive practices.,The consumer expresses frustration and dissatisfaction with the service quality and response received.
3731662,mortgage,EVALUATIVE,0.9,0.1,0.9,The complaint focuses on a functional problem with the website providing a 'Network error' message.,The consumer expresses frustration at being unable to manage their account online.
4710453,mortgage,EVALUATIVE,0.8,0.4,0.8,The complaint focuses on incorrect charges and lack of explanation for increased payments.,The consumer expresses concern about the legitimacy of charges and poor communication from the bank.
12882439,mortgage,UNCLASSIFIABLE,0.6,0.3,0.4,The complaint is unclear and lacks specific language indicating either evaluative or delegative trust failure.,"The mention of a mortgage modification and confusion about the loan term suggests potential evaluative issues, but it's not explicit."
4097843,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations and poor service quality, such as not receiving funds and broken promises about delivery times.","The consumer expresses frustration and dissatisfaction with the process and service, indicating an evaluative trust failure."
7007557,mortgage,PARSE_ERROR,,,,,max retries exceeded
5935776,mortgage,EVALUATIVE,0.8,0.4,0.8,"Everyone I speak with at Midland always tells me something different, I have XXXX XXXX even thinking about calling.","The complaint focuses on incorrect information and broken processes, indicating frustration with service quality."
11265330,mortgage,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on the inconsistency with the terms of the forbearance agreement and the inappropriate reporting of the account status.,"The language reflects dissatisfaction with the service process and the handling of the account status, indicating unmet performance expectations."
15510019,mortgage,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on the mortgage amount increasing without explanation, indicating unmet performance expectations.",The suggestion to get an accountant implies a failure in providing clear service or communication.
3372355,mortgage,EVALUATIVE,0.85,0.3,0.8,"The complaint focuses on unmet performance expectations, such as the failure to fix the issue within the promised timeframe and incorrect charges.",Repeated attempts to resolve the issue and the focus on incorrect billing amounts suggest frustration with service quality.
3434642,mortgage,DELEGATIVE,0.85,0.85,0.4,They played a strategic game of deception : they would ask for the same documents over and over again.,"The complaint describes a sense of betrayal and manipulation, indicating a violation of good faith."
6836344,mortgage,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on incorrect charges, broken processes, and unmet performance expectations, such as the misapplication of payments and unexpected increase in monthly payments.",The consumer expresses frustration and suspicion about the company's ability to apply payments properly and promptly.
8130799,mortgage,DELEGATIVE,0.9,0.9,0.4,"The complaint reflects a sense of betrayal and abuse of the relationship, particularly in the statement about Freedom Mortgage's refusal to recognize the complainant's rights and the significant undue hardship caused.",The mention of 'intimidation' and 'violation of federal law' further supports the delegative trust failure classification.
3189025,mortgage,DELEGATIVE,0.85,0.85,0.4,I feel that I was taken advantage of becaused I suffer from XXXX.,"The consumer mentions being 'left in the dark' and feeling 'overwhelmed,' indicating a sense of betrayal and abandonment."
2679334,mortgage,DELEGATIVE,0.8,0.8,0.4,"The complaint reflects a sense of betrayal and abuse of the relationship, particularly in the language about being unaware of the adjustable rate and the refusal to modify the mortgage despite the consumer's efforts.",The consumer expresses a sense of personal violation and moral outrage at the financial strain caused by the institution's actions.
2360859,mortgage,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations, specifically the failure to resolve the issue after being told there would not be a problem.",The consumer expresses frustration at the impact on their credit score and the lack of timely communication from Wells Fargo.
7376874,mortgage,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on incorrect charges and a broken process regarding the escrow account and insurance coverage lapse.,The consumer expresses frustration with the incompetence of the financial institution in resolving the issue despite repeated explanations.
12600550,mortgage,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on 'gross negligence and mishandling' and 'repeatedly delayed and mismanaged' processes.,"The complaint details unmet performance expectations and procedural failures, such as delays and incorrect information."
4238239,mortgage,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on unmet performance expectations and poor service quality regarding escrow shortages and the bank's failure to provide satisfactory answers.,"The consumer expresses frustration and confusion over the bank's processes and calculations, indicating dissatisfaction with service quality."
3692509,mortgage,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on unmet performance expectations, such as the lack of communication and failure to proceed with the loan process.",The consumer expresses frustration with the service quality and unresponsiveness of the loan processors and officer.
8425031,mortgage,EVALUATIVE,0.8,0.4,0.8,The complaint focuses on Gregory Funding's failure to pay the home insurance premium and the resulting administrative errors.,"The consumer expresses frustration with poor customer service and communication, indicating unmet performance expectations."
3483596,mortgage,EVALUATIVE,0.8,0.3,0.8,Lakeview Loan Servicing refused the payoff and has been unwilling to do anything besides charge a late fee.,"The complaint focuses on incorrect charges and refusal to acknowledge payments, indicating unmet performance expectations."
10742460,mortgage,DELEGATIVE,0.85,0.9,0.4,"The complaint reflects a sense of betrayal and abuse of the relationship, with language focusing on 'false and deceptive acts' and 'conspired with another enterprise' indicating a violation of trust.",The mention of 'identity theft' and 'unlawful debts against public interest' further supports the delegative trust failure classification.
2110196,mortgage,DELEGATIVE,0.7,0.7,0.4,"The consumer expresses a sense of betrayal by being assured they could refinance later, which was not possible.",The comparison to 'high interest predatory payday loans' suggests a feeling of exploitation.
8085526,mortgage,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on the mortgage company's refusal to reissue a check with the correct name, indicating a failure to perform as expected.",The complaint describes difficulty in working with the company and issues with the payoff process.
8665527,mortgage,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as the lack of resolution and follow-up from the bank.",The consumer expresses frustration and dissatisfaction with the bank's incompetence and disregard for customer concerns.
7084864,mortgage,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on incorrect charges and broken processes, such as continuing to bill after the loan was sold.",The consumer expresses frustration with the process of modifying the loan and the lack of notice about the loan being sold.
1487468,mortgage,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on incorrect charges, such as the unexplained increase in loan balance and unjustified late fees.","The consumer expresses frustration and anger at incompetence, such as the inability to process payments correctly."
5052015,mortgage,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on unmet performance expectations, specifically the failure to provide a payoff figure in a timely manner.",The repeated attempts to contact Chase and the missed closing date indicate frustration with poor service quality.
5909665,mortgage,UNCLASSIFIABLE,0.6,0.5,0.5,The complaint mixes elements of procedural frustration and a request for discretionary authority without a clear dominant mode.,"The complaint involves a complex situation with probate and foreclosure, making it difficult to classify as purely evaluative or delegative."
2167794,mortgage,EVALUATIVE,0.8,0.4,0.8,Ditech did not pay my homeowner's insurance policy and as a result my insurance was dropped.,The complaint focuses on unmet performance expectations and the financial impact of the company's failure to act.
2971767,mortgage,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as changing requirements and delays.","The consumer expresses frustration with the incompetence of the loan officer and the process, indicating dissatisfaction with service delivery."
3276791,mortgage,DELEGATIVE,0.9,0.9,0.6,The consumer describes feeling betrayed by the home preservation specialist who 'acted so genuine and so concerned' but were 'like wolves in sheep clothing preparing to strip me of my home.',"The complaint includes a sense of personal violation and moral outrage, particularly in the context of the consumer's vulnerability due to health issues."
2327112,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations regarding the dropping of mortgage insurance at 80% LTV, which was not honored as initially explained.","The consumer expresses frustration over additional unexpected costs and delays, indicating dissatisfaction with service quality."
1755210,mortgage,EVALUATIVE,0.8,0.3,0.8,Bank of America issued an incorrect payoff to our attorney and lost the wire transfer to pay the house off.,"The complaint focuses on unmet performance expectations and poor service quality, such as not issuing a refund and being difficult to deal with."
1454177,mortgage,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on incorrect charges and poor service quality, as the consumer repeatedly states they do not owe any money and yet the issue persists.",The consumer expresses frustration with the ongoing incorrect reporting and the failure to resolve the issue despite previous agreements.
10724421,mortgage,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations and poor service quality, as the payments are not applied correctly despite assurances.",The consumer expresses frustration with the repeated failure to resolve the issue and the threat of fees or credit damage.
4624994,mortgage,EVALUATIVE,0.85,0.3,0.9,They failed to pay my county property taxes and they have stolen my surplus escrow money and failed to apply this money to any of my monthly mortgage payments.,The complaint focuses on incorrect charges and failure to correct records despite providing proof.
2844172,mortgage,DELEGATIVE,0.8,0.8,0.4,"The complaint reflects a sense of personal violation and betrayal, particularly in the statement 'To the corporations this is a property, but to us it is our home.'","The consumer mentions being scammed by modification outfits and expresses a desire for the mortgage company to work with them, indicating a reliance on the institution's discretion."
5178171,mortgage,EVALUATIVE,0.8,0.3,0.8,BSI slow walked my modification to the point where it took 1 year to complete.,The complaint mentions incorrect reporting to the credit bureau and issues with a falsified tax form.
2851086,mortgage,EVALUATIVE,0.85,0.3,0.8,The complaint focuses on the unmet expectation of the property tax bill being paid from the escrow account.,"The consumer expresses frustration at having to scramble to resolve the issue, indicating dissatisfaction with service quality."
7315299,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations and poor service quality, such as the failure to investigate and correct the duplicate lien.",The consumer expresses frustration and dissatisfaction with the back office team's irresponsibility and the impact on their ability to get a home equity loan.
6427176,mortgage,EVALUATIVE,0.8,0.4,0.8,"The issue here is lack of communication, insufficient information and blatant disregard despite all my offers.","The complaint details repeated failures in process and communication, such as missing documents and unreturned calls."
2002987,mortgage,EVALUATIVE,0.7,0.4,0.7,"The complaint focuses on incorrect charges and misleading statements, with frustration at the incompetence of Nationstar in handling the foreclosure and bankruptcy process.","The mention of harassment and inappropriate communication suggests some delegative elements, but the primary focus is on unmet performance expectations."
6840820,mortgage,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as not resolving the property tax issue despite multiple contacts and promises.","The consumer expresses frustration with the process and lack of response, indicating dissatisfaction with service delivery."
11093665,mortgage,DELEGATIVE,0.8,0.9,0.4,"The complaint reflects a sense of betrayal and negligence in fraud prevention, with unauthorized loans issued without the consumer's consent.","The language suggests a violation of trust, with terms like 'negligence in verifying the legitimacy of transactions' and 'failure to protect your title.'"
4991728,mortgage,EVALUATIVE,0.8,0.3,0.8,Dovenmuehle is attempting to raise my mortgage payment by nearly {$600.00} to cover a shortage.,The complaint focuses on incorrect charges and unmet expectations regarding escrow payments.
2418832,mortgage,DELEGATIVE,0.85,0.85,0.4,"The complaint accuses Ditech of 'creating false documentation' and 'ongoing bad faith,' indicating a betrayal of trust.",The mention of 'misleading documentation' and 'falsify my debts' suggests a violation of good faith and abuse of the relationship.
5162731,mortgage,DELEGATIVE,0.8,0.8,0.4,"The complaint describes 'deceptive practices' and 'evasive' behavior by the mortgage company, suggesting a betrayal of trust.",The consumer expresses a sense of personal violation and moral outrage at the mortgage company's actions.
3429652,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations and poor service quality, such as the failure to send paperwork and resolve the payment suspension.",The consumer expresses frustration with the process and mentions incorrect charges and broken processes.
7441755,mortgage,DELEGATIVE,0.85,0.85,0.3,"Bank of America forged documents and lied about financial statements, indicating a betrayal of trust.",The complaint expresses moral outrage and a sense of personal violation due to the alleged fraud.
